MAPK7	51.122934262	54.238522468	57.606524874	56.940395746	54.141803846	49.955865043	51.058880565	54.665118756	45.257180549	48.659710625	50.861336706	59.947792905	49.938409700	54.701430462	53.902566284	53.363739890	53.012808489	99.373192608	63.956591786	70.265689882	54.359403752	37.977946446	60.215713643	48.346743777	33.026137623	39.258181007	55.633964702	45.102331514	52.611866377	72.840472929	76.393465617	77.177655891	49.704266553	81.440846095	79.481671848	76.569609490	61.080724632	76.609235434	56.724856271	56.521756629	71.804976395	43.430452422	41.662509609	57.403914001	47.474584489	61.653876551	58.069697475	39.348565531	52.648597067	47.219571127	47.431005156	46.693415749	66.248407547	50.540574762	54.515512515	48.810068239	46.237065925	50.565637742	45.484384551	44.200382819	50.312976394	65.450920392	45.146581287	55.585752382	53.157421614	53.037628921	45.143446018	47.836924561	68.983422492	61.564661775	52.699944227	62.048122932
UBE2C	50.867241548	53.949196777	57.281846172	56.603174680	53.839120195	49.649743194	50.783103553	54.366850419	45.031752987	48.414180063	50.592157437	59.593249415	49.674867030	54.404686685	53.622486545	53.073244064	52.740509686	98.808321167	63.637606025	69.839525240	53.998061200	37.773628045	59.827693848	48.063202412	32.823466146	39.014545721	55.289111750	44.816436149	52.311122707	72.449819516	76.000313841	76.845872224	49.437207054	80.951611406	79.098380186	76.236307293	60.770002071	76.265682704	56.407023783	56.229096423	71.397700986	43.195508544	41.393211737	57.080464359	47.222095474	61.377206266	57.769719856	39.119158007	52.379399608	46.916524503	47.141158739	46.385526335	65.816759066	50.260868193	54.202345799	48.530161875	45.991640133	50.228698939	45.214957507	43.926068625	50.026768388	65.094276923	44.867541749	55.248363698	52.797117979	52.726174990	44.914650614	47.577832245	68.561692629	61.217182707	52.397245298	61.712940317
ASTE1	50.682132703	53.753760396	57.017806438	56.381031443	53.684946990	49.448881612	50.618086026	54.150924393	44.869099143	48.243007018	50.440447686	59.319186133	49.493781121	54.214065616	53.385409544	52.927476390	52.576121874	98.183574128	63.320927931	69.475490349	53.779168842	37.643400555	59.558252959	47.902172160	32.680748517	38.947978418	55.118057985	44.654339385	52.103958853	72.032629755	75.611574515	76.404403528	49.259300281	80.455472961	78.667403147	75.897077783	60.485829792	75.823979321	56.148429379	55.983563799	70.975927539	43.072265275	41.176257272	56.905386824	47.070604801	61.135587070	57.559947986	39.098828485	52.094306253	46.957742831	47.033878517	46.171964415	65.434874626	50.123298377	53.928077001	48.297196160	45.804994193	50.068208171	45.093460969	43.784631845	49.821560200	64.742873042	44.655789711	54.957607739	52.507919091	52.513312054	44.736759443	47.348791138	68.105377764	60.803624562	52.233768146	61.447058748
LIG4	50.342457410	53.377418221	56.604130264	55.971174843	53.309459570	49.088260979	50.272482492	53.766409088	44.553156670	47.908994559	50.088405688	58.900659728	49.132879949	53.832159912	53.012180711	52.548625642	52.209190154	97.499460918	62.857635001	68.979490733	53.443916141	37.388311635	59.191479290	47.586506719	32.446451552	38.707868893	54.751143659	44.359918070	51.737297155	71.552812551	75.092443162	75.892159393	48.914579115	79.892721387	78.118281571	75.361085939	60.069090181	75.279333979	55.747308066	55.579606017	70.483452908	42.765499653	40.871692332	56.501820494	46.756003291	60.701229340	57.170745676	38.835838497	51.737580159	46.643263276	46.723421552	45.843832366	64.995220016	49.772425755	53.567749271	47.951678437	45.491754547	49.706640976	44.780409797	43.484408031	49.482861360	64.298328288	44.331918706	54.566365586	52.116184524	52.163175758	44.425005806	47.022765626	67.609479409	60.364742434	51.858927695	61.023499843
XRCC4	49.955207737	52.966822697	56.168713877	55.540627345	52.899386804	48.710658971	49.885771089	53.352821326	44.210440081	47.540463831	49.703110260	58.447577730	48.754934719	53.418066375	52.604394706	52.144405444	51.807580999	96.749465065	62.374114731	68.448879266	53.032809094	37.100709238	58.736160218	47.220456667	32.196863463	38.410116056	54.329981016	44.018687931	51.339317946	71.002406300	74.514808984	75.308373552	48.538313122	79.278161991	77.517371713	74.781385278	59.607020256	74.700262179	55.318482620	55.152070586	69.941272501	42.436534271	40.557294699	56.067191106	46.396341727	60.234296806	56.730970709	38.537101278	51.339598774	46.284468943	46.364010617	45.491187502	64.495256785	49.389560941	53.155689661	47.582819373	45.141817974	49.324282199	44.435945107	43.149912585	49.102223965	63.803725763	43.990903947	54.146624312	51.715290797	51.761920560	44.083274992	46.661052044	67.089406491	59.900398261	51.460012866	60.554088306
ATP5A1	49.729946384	52.658816264	55.833244534	55.218415148	52.582891939	48.496448286	49.601742225	53.060568720	44.013574428	47.361168769	49.505940945	58.213551111	48.559548193	53.202491365	52.378236274	51.872341890	51.531183738	96.031372506	61.909332558	67.948904081	52.631722460	36.845045352	58.294888766	46.863931654	31.983569773	38.121043796	53.917808870	43.688614970	50.959264680	70.527847701	73.986818229	74.738731387	48.197296838	78.678617778	76.954797577	74.281426228	59.201193077	74.145991247	54.996526413	54.740017375	69.455534236	42.135035460	40.342017181	55.695109113	46.109348130	59.822566218	56.335774826	38.271855314	50.959614050	45.943695668	46.011778627	45.217191794	64.052508567	49.061327497	52.752936305	47.250201668	44.814714401	48.978652412	44.109215449	42.839695314	48.748576606	63.329774497	43.692736208	53.781184357	51.328240256	51.383157273	43.798100680	46.339525005	66.592884608	59.453671557	51.122375439	60.097974655
ASPH	49.356615654	52.262946065	55.415843439	54.805372685	52.188822758	48.132602542	49.227987284	52.661385093	43.683816667	47.009361354	49.137380255	57.778140496	48.193525480	52.803730218	51.989553500	51.483484906	51.146486588	95.304697487	61.441723675	67.435772914	52.234519562	36.568992432	57.853815215	46.509600960	31.742972654	37.833597706	53.510050394	43.358830084	50.574060174	69.996660370	73.432273621	74.209762966	47.833832014	78.084590976	76.396811232	73.732880348	58.765357978	73.609819040	54.580250607	54.330746183	68.969649810	41.818897919	40.038114854	55.283583740	45.761796932	59.436634205	55.915476759	37.987515350	50.580321216	45.595782368	45.665013789	44.875530947	63.567619336	48.698100168	52.361979514	46.903952716	44.480477929	48.607823227	43.782812756	42.519301637	48.388483980	62.868167797	43.365275933	53.377810460	50.939577376	50.994746157	43.474034159	46.002056027	66.136021241	59.024736621	50.743414868	59.666841969
DRG2	49.032881101	51.939943537	55.043923488	54.447018077	51.859070782	47.810997334	48.915520688	52.339490766	43.404197821	46.706952472	48.814998073	57.371054778	47.898958370	52.468093899	51.665961822	51.153133140	50.802953307	94.618424798	60.980141166	66.937213118	51.897594830	36.300987527	57.451773596	46.197560578	31.512749100	37.568175392	53.136407309	43.077658277	50.195920248	69.470369691	72.887180963	73.652560989	47.474179142	77.526658187	75.826968065	73.240736734	58.340182956	73.069735588	54.174048422	53.923748768	68.453034623	41.515084401	39.737251810	54.875034615	45.417887331	59.020575904	55.532029564	37.704172077	50.200206019	45.254994831	45.321980603	44.539689586	63.096775957	48.334325354	51.970947864	46.561451793	44.151715764	48.243534631	43.467897096	42.200089595	48.026895529	62.398223603	43.044347994	53.001161810	50.559573185	50.611417539	43.166544503	45.692274703	65.640974239	58.584444240	50.380991297	59.226165639
RWDD1	48.802819596	51.788380076	55.010395252	54.236346009	51.635552347	47.515588698	48.776869345	52.052619270	43.332171183	46.451114765	48.645991815	57.010631832	47.694198686	52.532972447	51.411752108	50.957510427	50.619869178	93.991649837	60.555465858	66.472996080	51.530055465	36.640041860	57.083449466	46.024101915	31.281140599	37.287815874	52.784304418	43.129439187	50.937946070	69.217148959	74.176739112	81.726095799	47.325344893	76.979143498	77.351016352	74.830791952	59.773203564	72.989250465	53.787462763	54.753359587	68.671587503	41.244390934	39.591490601	55.035260125	45.138684737	59.092726181	55.361401817	37.544441465	50.539953866	44.917510765	44.987209404	44.213709664	62.723931432	47.980430314	52.003173112	46.221131556	44.307297754	48.363915171	43.327736752	42.883978036	47.691185263	61.977598876	42.761817560	52.619028588	50.190865474	50.468607488	42.951954548	46.377614341	65.324219213	58.559734494	50.133912328	59.059288662
ASNA1	48.948241950	51.952024906	55.081472696	54.175384471	51.821269209	47.609127294	48.899936067	52.108306762	43.491191199	46.577989024	48.737073509	56.849949293	47.807160631	52.709719083	51.569133735	51.130521879	50.821236507	93.615478949	60.229615956	66.140820477	51.597550010	36.919502933	56.872793539	46.208218245	31.265144152	37.429420709	52.721148242	43.285976682	50.919806678	69.175783335	73.911105265	81.461475318	47.428923016	76.800283262	77.207113430	74.821682253	59.820979322	72.739546398	53.858331173	54.850669217	68.455096040	41.529375618	39.624181858	55.154325325	45.157219210	59.251400870	55.344356610	37.709398128	50.569153095	44.860612014	45.016756070	44.296687080	62.654438010	48.095190228	52.062141386	47.005325137	44.192889989	48.461200825	43.368271888	43.113783550	47.684054405	61.764530806	42.749065736	52.679034521	50.378086175	50.341889726	43.031446448	46.510785215	65.170265064	58.596152758	50.305486325	58.979741199
